,creation,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
64,2022-09-17 07:17:37+00:00,enalrehs,"Yet To Come
Run BTS
For Youth
Born Singer
Left and Right
More
Arson 
Bad Decisions",,580,191,51000,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
65,2022-09-17 07:17:03+00:00,librakosmos,"""gotta go insane to stay sane."" // ARMY // OT7 — soft spot for 3J ⟭⟬💜⁷⟬⟭ // #SexyNukim ft. #RM IS OUT NOW! // #아포방포 // sister → @boraglitter //",mikrokosmos ☆ ✨ ☆ nj • nyc,250,222,6968,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
66,2022-09-17 07:13:54+00:00,Lunaang62504169,divertida .buena escuchando.,,299,60,10271,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
67,2022-09-17 06:35:13+00:00,flairskye,ᴶᴷ You are the cause of my Euphoria 🐰 Fan Account,Golden Closet,641,478,165088,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
68,2022-09-17 06:29:00+00:00,jjkmin98,"아미 💜
원스 💗
나비 (NA.V) 🦋
케플리안💜
다이브 💖",Worldwide ,43,4,5856,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
69,2022-09-17 06:27:52+00:00,Coco79499610,,United States/Korea,856,527,615818,2643,"#V just for you. 😍🎷
#GalaxyS22 Ultra 5G #GalaxyxBTS BTS.BighitOfficial

Learn more - https://t.co/BZe9O8rP4S https://t.co/vJOyIRYLs6","['V', 'GalaxyS22', 'GalaxyxBTS']"
70,2022-09-17 06:18:05+00:00,thesammyfans,"Official Twitter account of SammyFans.

#SamsungUnpacked #Samsung #withGalaxy #OneUI5 #Android13 #GalaxyZFold4 #GalaxyZFlip4",Worldwide,71,3648,13298,0,"Flipkart Big Billion Days Sale: Never before deals on Samsung Galaxy S22 Plus, S21 FE and more #Samsung #GalaxyS22 #GalaxyS21FE #Flipkart #FlipkartBigBillionDays  https://t.co/V9cngjLpbY","['Samsung', 'GalaxyS22', 'GalaxyS21FE', 'Flipkart', 'FlipkartBigBillionDays']"
71,2022-09-17 06:05:22+00:00,body21,🌈 I'm just a Mom with fragmented facets of a dream trying to become a Disco Ball of reality in a time of broken mirrors...   #BloggersTribe #KaraokeGoddess,👻Michigan...,1784,300,29290,43,"Love being part of such an epic @SamsungMobile #GalaxyS22 @Android #Google family reunion with my bros @_ReptileMan &amp; @AndyJLawrence. Always ready for a remix with classic 90s jam! 

#MakeItEpic #GalexyS22 #GonnaMakeYouSweat #CCMusicFactory https://t.co/iaGnA9A2iQ","['GalaxyS22', 'Google']"
72,2022-09-17 05:57:49+00:00,Jeon1997k,"only army..... ♡...♡...♡...♡....♡....♡
BTS PAVED THE WAY Y SOPORTEN 😽",,332,27,3191,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
73,2022-09-17 05:28:19+00:00,cato_biti,#BTS_PavedTheWay,,311,141,29665,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
74,2022-09-17 05:23:55+00:00,mewmewkook,JUNGKOOK 💜🐰💜,,283,102,68987,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
75,2022-09-17 04:53:29+00:00,JikookJagi,ғαɴ αccoυɴт• OT7 • втѕ тraѕн • hαrdcσrє αrmч • Jimin Biased but I love every member • jιĸooĸ/ĸooĸмιn ѕυpporтer • She/Her,,985,328,24135,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
76,2022-09-17 04:40:34+00:00,thesammyfans,"Official Twitter account of SammyFans.

#SamsungUnpacked #Samsung #withGalaxy #OneUI5 #Android13 #GalaxyZFold4 #GalaxyZFlip4",Worldwide,71,3648,13298,1,Samsung Galaxy S22 One UI 5.0 Beta 3 to release with major bug fixes (Android 13) #Samsung #android13 #OneUI5 #GalaxyS22 https://t.co/d5hL1gEbCm,"['Samsung', 'android13', 'OneUI5', 'GalaxyS22']"
77,2022-09-17 04:37:12+00:00,gwenmorgan84,"#BLACKLIVESMATTER #LGBTQRightsAreHumanRights
#StopAsianHate
 #BTSARMY #RM #NamjoonBias #OT7
(No Solos, No Shippers, No Multis,I am only here for BTS)
She/Her","Huntsville, AL",1038,1181,73271,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
78,2022-09-17 04:33:14+00:00,KimNamJunnie,"🎵 I'm not a (fan)girl. Not yet a (fan)woman. 🎶 

                           OT7 and ARMYing since 2018. ❌Solos❌",Joon’s Spacesuit,1320,2429,113708,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
79,2022-09-17 04:32:49+00:00,risuartiniii,"jan kepo dech :v
|👑king namjoon❣️♡
#BTS #REDVELVET",,161,14,41835,0,@samsungID I want it 🤩 #GalaxyS22 5G &amp; #EpicBora,"['GalaxyS22', 'EpicBora']"
80,2022-09-17 04:31:21+00:00,cottonkoo_,#방탄소년단 • 𝟕 Flores 🌸 con millones de mariposas 🦋 • 134340 • 🤡#JackInTheBox 🎪 • ❌ #BadDecisions ❌,WE ARE BULLETPROOF,1611,1738,32764,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
81,2022-09-17 04:12:29+00:00,btsjiminontop,Bangtan bombs,,187,36,9339,15,"Don't tell me you dip them in milkshakes 🥤😬 and don't tell me you use #GalaxyS22 Ultra without #GalaxyBuds2Pro 😬.

Find out more: https://t.co/6WOzntp8su | https://t.co/ngF3XaLiJ5 https://t.co/b8g7c42NAw","['GalaxyS22', 'GalaxyBuds2Pro']"
82,2022-09-17 04:07:42+00:00,sweetheartjmjk_,"ot7 / ult love j.m, jk 

#TEAMHYYH 🐳", she/her • 20+ ,379,170,6105,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
83,2022-09-17 04:04:39+00:00,AniDramalife_92,KRN&CH Drama💓. BTS/JK🐰 fan. Anime/Manga/Manhua/Webtoon/LightNovel avid follower❤️ a sucker for Gojo & Zoro. Levi’s B💋tch. Yamato💘. So soft for Tobio🥺,,286,71,68569,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
84,2022-09-17 03:58:50+00:00,zinthuhtet_99,I wanna be the nice girl for JK 💜,,225,6,281,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
85,2022-09-17 03:55:07+00:00,Gimigi_7,"don't follow me, I'm not active.",,236,198,81346,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
86,2022-09-17 03:53:07+00:00,omi_2018,"29, Investing, Movies, Books, etc. etc.",,544,49,3162,0,"My guess for the Samsung Galaxy S22 during the Amazon Great Indian Festival would be around 44,999
@amazonIN

#biggestdealoftheyear #AmazonGreatIndianFestival #amazonindia #GalaxyS22 #Samsung https://t.co/Wx87s2DLgk","['biggestdealoftheyear', 'AmazonGreatIndianFestival', 'amazonindia', 'GalaxyS22', 'Samsung']"
87,2022-09-17 03:51:59+00:00,BTSreinajy,,,93,123,1978,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
88,2022-09-17 03:43:15+00:00,bangtanrai17,"she/her 💜 The past was honestly the best, but my best is what comes next 🎵 - #YetToCome 🐨🐹🐱🐿🐥🐯🐰 #AFOBANGFO #bts #txt only",,1917,1756,50428,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
89,2022-09-17 03:42:28+00:00,vante_kimOT7BE,"◉OT⁷♡ ◉@BTS_tw ◉²¹st Century Girls 
✪¹³/⁰⁶/²⁰¹³  ◉I'm Good Boy
                                             ◍✧Shine, Dream, Smile◍✧ ◉소우주 ✪¹⁰/⁰⁶/²⁰²²",방탄소년단 ♡ 아미♡ ,606,254,30059,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
90,2022-09-17 03:38:55+00:00,sailokesh9999,Ⓛⓞⓚⓔⓢⓗ Ⓡⓔⓓⓓⓨ,"Vijayawada, India",46,44,430,0,"I Guess The Price: ₹49,999 Below
#Biggestdealoftheyear
#GalaxyS22
@amazonIN
@SamsungIndia https://t.co/6csYGJzm9x","['Biggestdealoftheyear', 'GalaxyS22']"
91,2022-09-17 03:21:42+00:00,maeydeeeeeee,Servant of the Most High God. Daughter of a King. BTS FOREVER! 💜 ARMY FOR LIFE,Republic of Korea,1517,457,91654,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
92,2022-09-17 03:04:26+00:00,ParapioPornesio,love myself,,486,402,9253,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
93,2022-09-17 02:56:08+00:00,kulungmann13,Always Be Grateful & Thankful For What You Have And What You Getting In Life! #BePositiveTowardsLife,Sano ,984,101,19391,15,"Don't tell me you dip them in milkshakes 🥤😬 and don't tell me you use #GalaxyS22 Ultra without #GalaxyBuds2Pro 😬.

Find out more: https://t.co/6WOzntp8su | https://t.co/ngF3XaLiJ5 https://t.co/b8g7c42NAw","['GalaxyS22', 'GalaxyBuds2Pro']"
94,2022-09-17 02:53:27+00:00,jinsur8787,,,99,138,124959,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
95,2022-09-17 02:47:36+00:00,Jossetty7,"KOOKMIN ❤️
BTSXARMY 💜
ONLY ARMY 💜
BTS PAVED THE WAY 🛐",,220,59,12421,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
96,2022-09-17 02:42:39+00:00,Hoseok_4Jhope,"Christian. Human. Army 💜  Hobi 🌞 OT7 BTS 💜 Coldplay 
#LYSY I live so i love. See no evil, Hear no evil, Speak no evil. Be happy & Positive",Magic Shop,572,351,134798,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
97,2022-09-17 02:22:51+00:00,mYAsugaHoney,"Stream➡️ https://t.co/bqmXiwvINO
simply ordinary girl,I Only Stan @BTS_twt forever OT⁷🌸",Earth,2277,1884,154535,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
98,2022-09-17 02:20:06+00:00,_btsarmyjenny,"an antihistamine-dependent allergic,  nebulizer-dependent asthmatic & chronic overthinker; a 30-ish ARMY since 2015 (INU era) & INFJ-T.",,384,965,132948,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
99,2022-09-17 02:19:48+00:00,Saliha17427482,,,236,14,2298,2643,"#V just for you. 😍🎷
#GalaxyS22 Ultra 5G #GalaxyxBTS BTS.BighitOfficial

Learn more - https://t.co/BZe9O8rP4S https://t.co/vJOyIRYLs6","['V', 'GalaxyS22', 'GalaxyxBTS']"
100,2022-09-17 02:18:43+00:00,tkoocat,ㅤㅤㅤ ₍ 🍶 ₎ . . . thinking about bangtan 24/7 !,She/her | for bts,655,648,42987,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
101,2022-09-17 02:18:39+00:00,Saliha17427482,,,236,14,2298,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
102,2022-09-17 02:03:23+00:00,BTSlegends131,"ONLY ARMY💜,
SOLOS/AGKAES, DIET SOLOS, MANTIS AND VICTIMIZERS OUT",,495,175,153733,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
103,2022-09-17 01:53:35+00:00,VirtualFrankie,"Did they get you to trade your heroes for ghosts?
#PinkFloyd #BlueHelix #LedZeppelin #TomPetty
#Samsung 🌎 Advocate for better Healthcare 🌍","Los Angeles, CA",5075,5110,220301,15,"Don't tell me you dip them in milkshakes 🥤😬 and don't tell me you use #GalaxyS22 Ultra without #GalaxyBuds2Pro 😬.

Find out more: https://t.co/6WOzntp8su | https://t.co/ngF3XaLiJ5 https://t.co/b8g7c42NAw","['GalaxyS22', 'GalaxyBuds2Pro']"
104,2022-09-17 01:22:04+00:00,LazyAlmira,"bts fan account
also likes little mix, mamamoo, twice, ben n ben, moira, sb19 so be ready to see them too",,170,103,9114,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
105,2022-09-17 01:08:50+00:00,aribangtan0613,~Only Army,,611,140,24712,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
106,2022-09-17 00:55:07+00:00,mmm1230ktvvv,+81 @BTS_twt,日本,58,274,4996,30490,"It’s a Bora Purple world. @BTS_twt #GalaxyxBTS #GalaxyZFlip4 #GalaxyS22 Bora Purple 

Learn more: https://t.co/XN1qRotu0R | https://t.co/BJVuzj4ePs https://t.co/mVchesbQIu","['GalaxyxBTS', 'GalaxyZFlip4', 'GalaxyS22']"
107,2022-09-17 00:43:36+00:00,pespinoza4,🇳🇮 BTS! Sólo Army! OT7 💜💜 BTS y ARMY FOREVER. Nuestra Felicidad es ver a los miembros felices💜🐳,Nicaragua,516,347,72447,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
108,2022-09-17 00:41:58+00:00,LeticiaRosa2000,22 Y😊 Army since 2018 nov       PROOF 🖤 Yet To Come 💜 JK Left and Right 💜  j-hope 'Jack In The Box' 💙,,4044,1441,197676,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
109,2022-09-17 00:39:36+00:00,Era_intw,"Borahae bitch 💜 
https://t.co/BSO5q9uqk3 🇵🇾 ✭@starsjkeyes97 Cypher pt4. Blackflop hater",emails can't send 💌,908,609,20565,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
110,2022-09-17 00:18:08+00:00,KSJ787504282,"🍮Memento mori Carpe diem
       for 꾹이와 ...🐰",,362,524,183498,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
111,2022-09-17 00:15:08+00:00,LUCHA20290664,ARMY💜💜,,41,5,8420,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
112,2022-09-17 00:13:11+00:00,auga_2022,"BTS x Little Mix x Mamamoo x Ben n Ben x 5 SOS 
The Morning Rush Rx93.1
Kowabana with Tara
The HaloHalo Show with Rica and JC
Only Fun with Chico and Gino",,305,149,43127,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
113,2022-09-17 00:03:21+00:00,JungKookDiana3,"Left and Right by ( Charlie Puth feat. Jung Kook ) 정국 JK 💜

Jung Kook's Stay Alive, Still With You, My Time, Euphoria, Begin 💐 💜",,780,267,126342,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
114,2022-09-17 00:02:30+00:00,mililvsvante,ᴏɴʟʏ ᴀʀᴍʏ,Paraguay,604,386,25599,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
115,2022-09-16 23:34:15+00:00,taiyou1301,"The past made me who I am today - 2020 #BTS. @BTS_twt 🍃

☆ Diseñadora gráfica ☆",Peru,2140,637,215997,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
116,2022-09-16 23:33:14+00:00,BangtanBataan,,,58,7,5070,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
117,2022-09-16 23:29:41+00:00,PrincessParcon2,i purple you,,328,147,76731,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
118,2022-09-16 23:29:31+00:00,PiperLovieee,𝘊𝘢𝘳𝘦𝘦𝘳-𝘸𝘰𝘮𝘢𝘯. 𝘊𝘰𝘧𝘧𝘦𝘦-𝘭𝘰𝘷𝘦𝘳. 35𝘺/𝘰 𝘈𝘳𝘮𝘺. 𝘜𝘯𝘯𝘪𝘦. 𝘕𝘰𝘰𝘯𝘢. 𝘊𝘩𝘪𝘯𝘨𝘶.💜💜💜,,971,449,63929,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
119,2022-09-16 23:11:36+00:00,karlitachumpen,,Peru,1618,161,26407,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
120,2022-09-16 23:06:23+00:00,Joss_SCh,"Una chica que ama el frío,
Army, OT7💜💜💜",,626,316,69436,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
121,2022-09-16 22:54:52+00:00,armymarperu,Fan account ( Army de corazón 💜 apoyo y amo a mis 7 tesoros 💜),Peru,1345,429,186493,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
122,2022-09-16 22:54:15+00:00,gladys1_2,"ARQUITECTURA ♫ 
ONLY ARMY - BORAHAE 
I LIVE SO I LOVE | 97 LINE
 - Persona que no funciona si no está escuchando música -",Perú - Piura,1990,776,167546,298,"It’s a Bora Purple world. @BTS_twt 
#GalaxyxBTS #GalaxyZFlip4 | GalaxyS22 5G Bora Purple 

Learn more: https://t.co/vMZ2zKDkL6

#JoinTheFlipSide 
#DoGreaterThanNow https://t.co/XlxcmiLZ4a","['GalaxyxBTS', 'GalaxyZFlip4']"
